,class,complain
138,Notrelated,notrelated_I never work for you allied universal so I don't have no challenge my challenges is work good under pressure don't never let no one see.me under pressure_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_notrelated
139,Notrelated,notrelated_Management completely disconnected from workers. More than half of the guards are undisciplined and lazy. Badly underpaid. Hours constantly_ randomly change._nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_notrelated
140,Notrelated,notrelated_Not enough oversight of sites_ they need more surprise site inspections to keep those bad officers on their toes_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_notrelated
141,Notrelated,notrelated_They offer little support to their employees. The company that they sent me to was a great company to work for though_ so it balanced out._nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_notrelated
142,Notrelated,notrelated_Management problems_ high turnover_ unwanted and unexpected overtime. Favoritism and racial bias from Hispanic managers upon others. It's a real challenge for some to relate with those from another culture than their own. Everyone wants to be dealt with in a kind and respectful manner. This takes a balance of empathy_ sternness and fairness to all._nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_notrelated
143,Notrelated,notrelated_Frequent errors with overtime pay. Operations managers are constantly changing_ and sometimes send unqualified officers to client sites. There's not much room for career growth. I felt like my hard work and contributions were ignored by the company_ and that my manager's attention was focused on other accounts._nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_notrelated
144,Notrelated,notrelated_Low wages for most locations for the amount of work you have to do. Management doesn't care about you as a person and will use you until you are worn out. Certain Supervisor and managers play favorites._nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_notrelated
145,Notrelated,notrelated_Communication doesnt happen easily. You have to chase down pay on a regular basis. TERRIBLE BENEFITS.. No PTO_ family health insurance cost more that you get paid._nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_notrelated
146,Notrelated,notrelated_Office staff won't return your call but will blow your phone up to cover their hides. Families can make false accusations_ but instead of investigating_ they take the word of the client and leave their staff to dry. Never send the in-service emails to all of the staff in the field. Some clients treated us like nannies_ instead of nurses (I have my own kids to watch). Benefits are poor and the pay is humbling for registered nurses._nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_notrelated
147,Notrelated,notrelated_Individually great people_ but the powers that be don't communicate with each other causing uncertainty among employees_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_notrelated
148,Notrelated,notrelated_Lack of interaction with corporate staff. I was strictly a staff augmentation with zero input or feedback to leadership._nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_notrelated
149,Notrelated,notrelated_They were really slow to get out the materials when we changed health insurance companies_ although they knew it was coming months in advance. They are also limited by their contract with the US Government in what they really know and what they can say._nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_notrelated
150,Notrelated,notrelated_Sometimes you are stretched too thin while juggling many projects with similar deadlines but it’s not constant._nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_notrelated
151,Notrelated,notrelated_Even in Gaithersburg location there is disparity between how you are treated and your stress level (and ultimately your satisfaction) based on your boss and department. There is sometimes red tape to get what you want between locations and/or between upper management and lower._nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_nan_notrelated
152,Notrelated,"Hectic work schedule, strict office clock-in timings, late night and weekend working expected during commercialization, comparatively low pay"
153,Notrelated,"Strict rules to enter inside office, need to scan body like employees are thief."
154,Notrelated,"Organization is hierarchical, very stringent on dress code"
155,Notrelated,If you want to reminisce about your school days go and work for this company. The atmosphere is repressive and middle management do not have a clue about motivation or staff welfare. You are not allowed to access you private phone - it�s pathetic. Terrible commission structure Only company I�ve ever worked for that does not pay sick pay
156,Notrelated,Terrible management on the whole.
157,Notrelated,Micro management and zero respect for work life balance
158,Notrelated,"Bad management & huge transparency between manufacturing employee and engineering group, no corporate ethics/morale, unprofessional work environments and big quality issue."
159,Notrelated,"It's in a small community, so there is a fair amount of nepotism. Cliques form and oftentimes it felt like being in high school. Not everyone seems to remember that we should all work for a common goal. There was definitely some inter-department competition."
160,Notrelated,"followers, snitches,some lazy people, some just to collect a pay check"
161,Notrelated,It may take years to move up.
162,Notrelated,"Workload changes from being extremely busy to not busy at all. Don't provide a whole lot of training, you just get placed in and you have to learn along the way."
163,Notrelated,decision making is not good and painfully slow at times. most of the time the work goes for a last moment emergency
164,Notrelated,Upward mobility was somewhat limited.
165,Notrelated,"The executive staff hires senior staff that has been let go from their company so that they can come on board and release seasoned professionals that have worked for years here. It is shameful and unprofessional to let an employee get let go who has worked at the company for over ten years. The pay is significantly lower than industry standards. I was told two weeks after I started there that I should have never started thinking this company paid well! The company has very few levels of seniority, so it takes years if ever, to get a promotion. If you are lucky, you might get a 2% increase a year. That is pretty tough when the raise is lower than the cost of living."
166,Notrelated,Upper management could be better. There was a lack of support which made it hard to continue to want to work hard. Work/home life balance was difficult because we were expected to work after hours and sometimes 6 days a week during big projects which happened often. There was a lack of preparation which would�ve prevented so much extra work.
167,Notrelated,Not enough resources to manage multiple job tasks
168,Notrelated,Limited budget for projects
169,Notrelated,"No advancements (those who have been working here for years with lots of experience are paid the same as newcomers with no prior knowledge) -Strict work (high expectations, little to none recognition) -Management is terrible, they are always changing things up and moving things around, it messes with your work flow -People in QA (Quality Assurance) are the worst and biggest a**holes there. They will call you out and write you up for the littlest things and get all in your face about it. -Testing department is the most boring job you can have. Its easy to learn, but it's slow and you'll be crammed with loads of work due to others in the department outputting very little. -People there don't care about your well-being, they expect you to be a robot and just work. -I would not recommend this job to anyone who cares about decent wage, a fun work environment, or advancement. You're better off learning more about computers else where."
170,Notrelated,"Please read ""This place is TOXIC"" review on glassdoor. This person is a whistleblower and I can confirm everything this person said is true. This company is unethical plain and simple. Look at their yelp reviews, most of the bad reviews go into the other reviews that are not currently recommended because they paid yelp off. If you google digital storm reviews, you might see ResellerRatings, 100% all the reviews there are fake! Youtube search ""My Digital Storm Terrible Customer Service Experience"" This is a real review! They advertised ""craftsmanship, every gaming PC is hand built by skilled technicians. Everything from inventory allocation, assembly, testing, and quality assurance are done in-house to ensure we provide only the very best for our customers."" That's total BS. The turnover rate is really high. Everyone who works here had little to no training, they train you for about an hour and that's about it. After that, you're pretty much unsupervised to whatever you want. Everyone here is paid about 50 cents to a dollar more than the minimum wage. No raises, lots of false promises. I bet you my life, this company will pay you less if they legally can. The workers here don't really care, spirits are low thanks to poor management and work culture, and they don't feel important at all here. I love how we lied to pretty much all our customers. We're always backlogged and we just tell the customer we'll expedite their order when we actually aren't. We can't fulfill their order in time, I've seen customers don't get their $5000+ computer for over two months because they lied that they have all the components to build that expensive computer. And when they do want to cancel their order, this company has the audacity to hit them with a 15% restocking fee. And whenver there's a problem with your computer. Digital storm will take little to no responsibility including the people who paid PREMIUM and extra warranty plan. Those are a complete rip off. The only reason I think Digital storm is still in business because of how much shady stuff they do to cut costs down. Their marketing is alright. They're in PC magazines. They send free computers to youtubers, sponsor them, and they make an unboxing video thanking digital storm and how awesome their computers are. Because youtubers are influencers, they can easily encourage their fans to also buy digital storm. Do your research and don't buy from digital storm. Just look at the glassdoor photos, your computer is literally on a cardboard box on a assembly line which is just a push on a line roller."
